,ons_code,euref,mp_x,constituency,revoke_sign_count,nodeal_sign_count,election,electorate,majority,resultOfElection,turnout,mp_name,mp_name_match,iv2_e,mp_y,iv2_c,iv2_d,iv2_g,iv1_b,iv1_d,iv1_h,iv1_j,iv1_k,iv1_l,iv1_m,iv1_o,mv3,mv2,mv1
574,N06000011,0.3705711789005402,Mickey Brady MP,Newry and Armagh,5951,284,2017 General Election,78266,12489,SF Hold,53579,,,,,,,,,,,,,,,,,,
575,S14000012,0.369891249,Stuart C. McDonald MP,"Cumbernauld, Kilsyth and Kirkintilloch East",6556,288,2017 General Election,66554,4264,SNP Hold,43833,Stuart C. McDonald,92.0,AyeVote,Stuart C. McDonald,,AyeVote,AyeVote,NoVote,,NoVote,,,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
576,S14000019,0.369324131,Dr Lisa Cameron MP,"East Kilbride, Strathaven and Lesmahagow",8330,353,2017 General Election,80442,3866,SNP Hold,54102,Dr Lisa Cameron,91.0,AyeVote,Dr Lisa Cameron,,AyeVote,AyeVote,NoVote,,NoVote,,,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
577,E14000807,0.363565763,Lucy Powell MP,Manchester Central,12692,522,2017 General Election,90261,31445,Lab Hold,49720,Lucy Powell,88.0,AyeVote,Lucy Powell,AyeVote,AyeVote,,NoVote,AyeVote,,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
578,S14000049,0.363147835,Stephen Gethins MP,North East Fife,9003,402,2017 General Election,58685,2,SNP Hold,41822,Stephen Gethins,91.0,AyeVote,Stephen Gethins,,AyeVote,AyeVote,NoVote,,NoVote,,,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
579,S14000038,0.3620342137,Ronnie Cowan MP,Inverclyde,5203,274,2017 General Election,58853,384,SNP Hold,39093,Ronnie Cowan,89.0,AyeVote,Ronnie Cowan,,AyeVote,AyeVote,NoVote,,NoVote,,,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
580,S14000042,0.359562057,Angela Crawley MP,Lanark and Hamilton East,6716,352,2017 General Election,77313,266,SNP Hold,50470,Angela Crawley,90.0,AyeVote,Angela Crawley,,AyeVote,AyeVote,NoVote,,NoVote,,,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
581,W07000057,0.35845443,Hywel Williams MP,Arfon,6005,287,2017 General Election,41367,92,PC Hold,28208,Hywel Williams,90.0,AyeVote,Hywel Williams,,AyeVote,AyeVote,NoVote,AyeVote,,,,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
582,E14000718,0.356656796,Matthew Pennycook MP,Greenwich and Woolwich,16774,505,2017 General Election,77190,20714,Lab Hold,53106,Matthew Pennycook,92.0,AyeVote,Matthew Pennycook,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
583,E14000564,0.356,Shabana Mahmood MP,"Birmingham, Ladywood",6021,231,2017 General Election,70023,28714,Lab Hold,41307,Shabana Mahmood,91.0,AyeVote,Shabana Mahmood,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
584,S14000052,0.355479443,Gavin Newlands MP,Paisley and Renfrewshire North,7413,314,2017 General Election,67436,2613,SNP Hold,46615,Gavin Newlands,90.0,AyeVote,Gavin Newlands,,AyeVote,AyeVote,NoVote,,NoVote,,,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
585,E14000780,0.354060965,Alex Sobel MP,Leeds North West,9899,551,2017 General Election,68152,4224,Lab Gain,46287,Alex Sobel,87.0,AyeVote,Alex Sobel,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
586,S14000020,0.3539559572,Martin Whitfield MP,East Lothian,11049,400,2017 General Election,79093,3083,Lab Gain,55878,Martin Whitfield,91.0,AyeVote,Martin Whitfield,AyeVote,AyeVote,AyeVote,NoVote,,,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
587,E14000787,0.353705046,Janet Daby MP,Lewisham East,11772,414,2017 General Election,68124,21213,Lab Hold,47201,Janet Daby,87.0,AyeVote,Janet Daby,AyeVote,,AyeVote,NoVote,,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
588,E14000795,0.352616254,Luciana Berger MP,"Liverpool, Wavertree",7830,402,2017 General Election,62411,29466,Lab Hold,43640,Luciana Berger,90.0,AyeVote,Luciana Berger,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
589,S14000053,0.347952793,Mhairi Black MP,Paisley and Renfrewshire South,6568,289,2017 General Election,61344,2541,SNP Hold,41712,Mhairi Black,89.0,AyeVote,Mhairi Black,,AyeVote,AyeVote,NoVote,,NoVote,,,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
590,E14000790,0.34755182,John Cryer MP,Leyton and Wanstead,13076,288,2017 General Election,65149,22607,Lab Hold,46173,John Cryer,87.0,AyeVote,John Cryer,AyeVote,AyeVote,,NoVote,AyeVote,,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
591,E14000788,0.345920578,Ellie Reeves MP,Lewisham West and Penge,17401,442,2017 General Election,72899,23162,Lab Hold,53196,Ellie Reeves,89.0,AyeVote,Ellie Reeves,AyeVote,,AyeVote,NoVote,,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
592,E14000882,0.34207637,Jim Fitzpatrick MP,Poplar and Limehouse,18370,479,2017 General Election,87331,27712,Lab Hold,58814,Jim Fitzpatrick,91.0,,Jim Fitzpatrick,AyeVote,,AyeVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,,NoVote,NoVote,AyeVote,NoVote,NoVote
593,E14000922,0.340060651,Jared O'Mara MP,"Sheffield, Hallam",13310,522,2017 General Election,73455,2125,Lab Gain,57020,Jared O'Mara,89.0,AyeVote,Jared O'Mara,AyeVote,AyeVote,,,,,,,,,,NoVote,NoVote,NoVote
594,E14001036,0.336548028,Ms Karen Buck MP,Westminster North,15849,404,2017 General Election,63846,11512,Lab Hold,43295,Ms Karen Buck,90.0,AyeVote,Ms Karen Buck,AyeVote,AyeVote,AyeVote,NoVote,,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
595,E14000562,0.336,Mr Roger Godsiff MP,"Birmingham, Hall Green",7747,254,2017 General Election,78271,33944,Lab Hold,54310,Mr Roger Godsiff,91.0,AyeVote,Mr Roger Godsiff,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
596,E14001013,0.3348858552254216,Stella Creasy MP,Walthamstow,15264,271,2017 General Election,67957,32017,Lab Hold,48143,Stella Creasy,90.0,AyeVote,Stella Creasy,AyeVote,AyeVote,AyeVote,NoVote,,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
597,E14001005,0.333158577,Rt Hon Sir Vince Cable MP,Twickenham,21421,731,2017 General Election,83362,9762,LD Gain,66290,Sir Vince Cable,75.0,AyeVote,Sir Vince Cable,,,AyeVote,NoVote,,NoVote,,NoVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
598,N06000018,0.33152676140762755,Órfhlaith Begley MP,West Tyrone,4421,164,2017 General Election,64009,10342,SF Hold,43486,,,,,,,,,,,,,,,,,,
599,E14000755,0.329468448,Peter Kyle MP,Hove,19590,592,2017 General Election,74236,18757,Lab Hold,57596,Peter Kyle,87.0,AyeVote,Peter Kyle,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
600,N06000015,0.3275612670593908,Chris Hazzard MP,South Down,7289,293,2017 General Election,75685,2446,SF Gain,50893,,,,,,,,,,,,,,,,,,
601,E14000873,0.325263375,Anneliese Dodds MP,Oxford East,18506,446,2017 General Election,78350,23284,Lab Hold,53896,Anneliese Dodds,91.0,AyeVote,Anneliese Dodds,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
602,S14000057,0.322849138,Stephen Kerr MP,Stirling,10680,314,2017 General Election,66415,148,Con Gain,49356,Stephen Kerr,89.0,NoVote,Stephen Kerr,NoVote,AyeVote,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
603,S14000002,0.321431052,Ross Thomson MP,Aberdeen South,9230,375,2017 General Election,64964,4752,Con Gain,44493,Ross Thomson,89.0,NoVote,Ross Thomson,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote
604,W07000050,0.320145785,Jo Stevens MP,Cardiff Central,10113,318,2017 General Election,59288,17196,Lab Hold,40367,Jo Stevens,87.0,AyeVote,Jo Stevens,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,,,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
605,E14000919,0.319119726,Paul Blomfield MP,Sheffield Central,13778,402,2017 General Election,77560,27748,Lab Hold,47877,Paul Blomfield,90.0,AyeVote,Paul Blomfield,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
606,E14000547,0.317245489,Wera Hobhouse MP,Bath,15841,461,2017 General Election,66778,5694,LD Gain,49583,Wera Hobhouse,90.0,AyeVote,Wera Hobhouse,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
607,S14000033,0.3149285296,Carol Monaghan MP,Glasgow North West,9348,223,2017 General Election,63773,2561,SNP Hold,38844,Carol Monaghan,90.0,,Carol Monaghan,,,,NoVote,,NoVote,,,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
608,E14000615,0.314817703,Rt Hon Harriet Harman QC MP,Camberwell and Peckham,19598,277,2017 General Election,85613,37316,Lab Hold,57412,Ms Harriet Harman,68.0,AyeVote,Ms Harriet Harman,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
609,E14000726,0.313136338,Andy Slaughter MP,Hammersmith,19277,444,2017 General Election,72803,18651,Lab Hold,52252,Andy Slaughter,90.0,AyeVote,Andy Slaughter,AyeVote,AyeVote,AyeVote,NoVote,,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
610,E14000768,0.312045861,Emma Dent Coad MP,Kensington,18582,470,2017 General Election,60588,20,Lab Gain,38677,Emma Dent Coad,90.0,AyeVote,Emma Dent Coad,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
611,E14000703,0.311007869,Mike Freer MP,Finchley and Golders Green,17199,387,2017 General Election,73329,1657,Con Hold,52385,Mike Freer,87.0,AyeVote,Mike Freer,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
612,E14000555,0.308583952,Rushanara Ali MP,Bethnal Green and Bow,21128,346,2017 General Election,86075,35393,Lab Hold,59825,Rushanara Ali,90.0,AyeVote,Rushanara Ali,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
613,N06000003,0.30514408833827095,Emma Little Pengelly MP,Belfast South,13259,325,2017 General Election,66105,1996,DUP Gain,43705,Emma Little Pengelly,93.0,NoVote,Emma Little Pengelly,NoVote,NoVote,NoVote,,,,NoVote,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote
614,E14001040,0.2936939467506671,Stephen Hammond MP,Wimbledon,18275,460,2017 General Election,66780,5622,Con Hold,51526,Stephen Hammond,91.0,,Stephen Hammond,AyeVote,AyeVote,,NoVote,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,,NoVote,AyeVote,AyeVote,AyeVote
615,E14000674,0.29150280588573196,Dr Rupa Huq MP,Ealing Central and Acton,20228,453,2017 General Election,74200,13807,Lab Hold,55342,Dr Rupa Huq,88.0,AyeVote,Dr Rupa Huq,AyeVote,AyeVote,AyeVote,NoVote,,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
616,E14000629,0.290990556,Rt Hon Greg Hands MP,Chelsea and Fulham,17748,619,2017 General Election,63728,8188,Con Hold,42128,Greg Hands,67.0,NoVote,Greg Hands,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,,AyeVote,AyeVote,NoVote
617,S14000026,0.2876601964,Christine Jardine MP,Edinburgh West,12840,305,2017 General Election,71500,2988,LD Gain,52795,Christine Jardine,92.0,AyeVote,Christine Jardine,,,AyeVote,NoVote,,,,,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
618,S14000029,0.2875060852,Alison Thewliss MP,Glasgow Central,12508,206,2017 General Election,64346,2267,SNP Hold,35984,Alison Thewliss,91.0,AyeVote,Alison Thewliss,,AyeVote,AyeVote,NoVote,,NoVote,,,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
619,E14000896,0.286856313,Zac Goldsmith MP,Richmond Park,23963,687,2017 General Election,80025,45,Con Hold,63330,Zac Goldsmith,90.0,NoVote,Zac Goldsmith,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,NoVote
620,E14000764,0.2828310010764263,Rt Hon Emily Thornberry MP,Islington South and Finsbury,20541,447,2017 General Election,69536,20263,Lab Hold,48049,Emily Thornberry,76.0,AyeVote,Emily Thornberry,AyeVote,AyeVote,,NoVote,AyeVote,,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
621,S14000034,0.2819188863,Stewart Malcolm McDonald MP,Glasgow South,11672,205,2017 General Election,69126,2027,SNP Hold,44550,Stewart Malcolm McDonald,94.0,AyeVote,Stewart Malcolm McDonald,,AyeVote,AyeVote,NoVote,,NoVote,,,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
622,E14000639,0.280536728,Rt Hon Mark Field MP,Cities of London and Westminster,21212,739,2017 General Election,61533,3148,Con Hold,38654,Mark Field,67.0,,Mark Field,AyeVote,,AyeVote,NoVote,NoVote,NoVote,AyeVote,NoVote,AyeVote,,AyeVote,AyeVote,AyeVote,AyeVote
623,S14000025,0.2786164648,Joanna Cherry QC MP,Edinburgh South West,15214,290,2017 General Election,71178,1097,SNP Hold,49390,Joanna Cherry,81.0,AyeVote,Joanna Cherry,,AyeVote,AyeVote,NoVote,,NoVote,,,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
624,E14000887,0.277642331,Rt Hon Justine Greening MP,Putney,17706,464,2017 General Election,65031,1554,Con Hold,46894,Justine Greening,76.0,AyeVote,Justine Greening,,,AyeVote,NoVote,,,,,AyeVote,AyeVote,,NoVote,NoVote,NoVote
625,S14000022,0.2763678537,Tommy Sheppard MP,Edinburgh East,16495,240,2017 General Election,65896,3425,SNP Hold,43523,Tommy Sheppard,90.0,AyeVote,Tommy Sheppard,,AyeVote,AyeVote,NoVote,,NoVote,,,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
626,E14000793,0.27300662,Dame Louise Ellman MP,"Liverpool, Riverside",12800,370,2017 General Election,76332,35947,Lab Hold,48020,Dame Louise Ellman,92.0,AyeVote,Dame Louise Ellman,AyeVote,,AyeVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
627,S14000018,0.268681963,Jo Swinson MP,East Dunbartonshire,11197,244,2017 General Election,66300,5339,LD Gain,51801,Jo Swinson,87.0,AyeVote,Jo Swinson,NoVote,NoVote,AyeVote,NoVote,,,,,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
628,E14000750,0.2665874363327674,Rt Hon Keir Starmer MP,Holborn and St Pancras,24511,503,2017 General Election,88088,30509,Lab Hold,58997,Keir Starmer,71.0,AyeVote,Keir Starmer,AyeVote,AyeVote,,NoVote,AyeVote,,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
629,E14000617,0.2622527310304104,Daniel Zeichner MP,Cambridge,24276,444,2017 General Election,78544,12661,Lab Hold,55934,Daniel Zeichner,91.0,AyeVote,Daniel Zeichner,,NoVote,AyeVote,NoVote,NoVote,NoVote,,,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
630,E14000553,0.260503273,Neil Coyle MP,Bermondsey and Old Southwark,21852,569,2017 General Election,87282,12972,Lab Hold,58521,Neil Coyle,87.0,AyeVote,Neil Coyle,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
631,N06000004,0.2594338110352345,Paul Maskey MP,Belfast West,4619,174,2017 General Election,62423,21652,SF Hold,40633,,,,,,,,,,,,,,,,,,
632,E14000598,0.259335501,Caroline Lucas MP,"Brighton, Pavilion",25070,517,2017 General Election,75486,14699,Green Hold,57687,Caroline Lucas,90.0,AyeVote,Caroline Lucas,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
633,S14000021,0.2568141894,Paul Masterton MP,East Renfrewshire,10845,281,2017 General Election,70067,4712,Con Gain,53738,Paul Masterton,90.0,NoVote,Paul Masterton,AyeVote,AyeVote,,NoVote,AyeVote,AyeVote,AyeVote,NoVote,,NoVote,NoVote,AyeVote,AyeVote,AyeVote
634,E14000998,0.255875841,Dr Rosena Allin-Khan MP,Tooting,19861,342,2017 General Election,77971,15458,Lab Hold,58171,Dr Rosena Allin-Khan,93.0,AyeVote,Dr Rosena Allin-Khan,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
635,E14000752,0.249829100278698,Catherine West MP,Hornsey and Wood Green,28106,322,2017 General Election,79946,30738,Lab Hold,62293,Catherine West,90.0,AyeVote,Catherine West,AyeVote,,AyeVote,NoVote,,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
636,E14000809,0.249385986,Jeff Smith MP,"Manchester, Withington",17104,289,2017 General Election,74654,29875,Lab Hold,53602,Jeff Smith,87.0,AyeVote,Jeff Smith,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
637,E14000789,0.244262123,Vicky Foxcroft MP,"Lewisham, Deptford",21503,294,2017 General Election,78468,34899,Lab Hold,55112,Vicky Foxcroft,90.0,AyeVote,Vicky Foxcroft,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,
638,E14001002,0.23777026334665438,Rt Hon David Lammy MP,Tottenham,14406,197,2017 General Election,72884,34584,Lab Hold,49339,Mr David Lammy,69.0,AyeVote,Mr David Lammy,,,AyeVote,NoVote,,NoVote,,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
639,E14000727,0.237253193,Tulip Siddiq MP,Hampstead and Kilburn,25217,329,2017 General Election,82957,15560,Lab Hold,58407,Tulip Siddiq,89.0,AyeVote,Tulip Siddiq,AyeVote,,AyeVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
640,E14000673,0.229374207,Helen Hayes MP,Dulwich and West Norwood,23127,291,2017 General Election,78037,28129,Lab Hold,56116,Helen Hayes,88.0,AyeVote,Helen Hayes,AyeVote,,AyeVote,NoVote,,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
641,E14000721,0.227822618,Meg Hillier MP,Hackney South and Shoreditch,23285,256,2017 General Election,83099,37931,Lab Hold,55354,Meg Hillier,88.0,AyeVote,Meg Hillier,AyeVote,,AyeVote,NoVote,,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
642,E14001008,0.2242839619,Kate Hoey MP,Vauxhall,21700,301,2017 General Election,82055,20250,Lab Hold,55042,Kate Hoey,86.0,NoVote,Kate Hoey,NoVote,NoVote,NoVote,AyeVote,NoVote,,NoVote,,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote
643,S14000024,0.2215338737,Ian Murray MP,Edinburgh South,17692,214,2017 General Election,64553,15514,Lab Hold,47840,Ian Murray,87.0,AyeVote,Ian Murray,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,NoVote,AyeVote,,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
644,E14000549,0.220467405,Marsha De Cordova MP,Battersea,21267,447,2017 General Election,77574,2416,Lab Gain,55058,Marsha De Cordova,92.0,AyeVote,Marsha De Cordova,AyeVote,AyeVote,AyeVote,NoVote,,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
645,S14000023,0.2179552346,Deidre Brock MP,Edinburgh North and Leith,24001,286,2017 General Election,79473,1625,SNP Hold,56552,Deidre Brock,89.0,AyeVote,Deidre Brock,,AyeVote,AyeVote,NoVote,,NoVote,,,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
646,N06000008,0.21735946691400815,Elisha McCallion MP,Foyle,8015,151,2017 General Election,70324,169,SF Gain,45965,,,,,,,,,,,,,,,,,,
647,S14000031,0.2162047426,Patrick Grady MP,Glasgow North,12989,163,2017 General Election,53862,1060,SNP Hold,33473,Patrick Grady,90.0,AyeVote,Patrick Grady,,AyeVote,AyeVote,NoVote,,NoVote,,,AyeVote,AyeVote,,NoVote,NoVote,NoVote
648,E14000763,0.21611123620806125,Rt Hon Jeremy Corbyn MP,Islington North,23670,288,2017 General Election,74831,33215,Lab Hold,54928,Jeremy Corbyn,72.0,AyeVote,Jeremy Corbyn,AyeVote,AyeVote,,NoVote,AyeVote,,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
649,E14000602,0.2071150843,Thangam Debbonaire MP,Bristol West,32085,406,2017 General Election,93003,37336,Lab Hold,71608,Thangam Debbonaire,92.0,AyeVote,Thangam Debbonaire,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,,,NoVote
650,E14000978,0.2053967406,Chuka Umunna MP,Streatham,21393,264,2017 General Election,78649,26285,Lab Hold,55795,Chuka Umunna,89.0,AyeVote,Chuka Umunna,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
651,E14000720,0.204807893,Rt Hon Diane Abbott MP,Hackney North and Stoke Newington,24494,222,2017 General Election,85058,35139,Lab Hold,56298,Ms Diane Abbott,70.0,AyeVote,Ms Diane Abbott,AyeVote,AyeVote,,NoVote,AyeVote,,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
