,ons_code,euref,mp_x,constituency,revoke_sign_count,nodeal_sign_count,election,electorate,majority,resultOfElection,turnout,mp_name,mp_name_match,iv2_e,mp_y,iv2_c,iv2_d,iv2_g,iv1_b,iv1_d,iv1_h,iv1_j,iv1_k,iv1_l,iv1_m,iv1_o,mv3,mv2,mv1
213,W07000043,0.580533688,Rt Hon Mark Tami MP,Alyn and Deeside,4548,711,2017 General Election,63013,5235,Lab Hold,44760,Mark Tami,64.0,AyeVote,Mark Tami,AyeVote,AyeVote,,NoVote,,,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
214,E14000847,0.580189343,Bill Wiggin MP,North Herefordshire,6620,962,2017 General Election,67751,21602,Con Hold,50177,Bill Wiggin,88.0,,Bill Wiggin,NoVote,,,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,NoVote
215,E14000530,0.5789776574136763,Leo Docherty MP,Aldershot,6412,1017,2017 General Election,76205,11473,Con Hold,48950,Leo Docherty,89.0,NoVote,Leo Docherty,NoVote,NoVote,NoVote,,,,,,,,,AyeVote,AyeVote,AyeVote
216,E14000705,0.578888968,Rt Hon Mark Harper MP,Forest of Dean,5788,845,2017 General Election,70898,9502,Con Hold,51767,Mr Mark Harper,69.0,NoVote,Mr Mark Harper,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote
217,E14000799,0.578840184,Rt Hon Philip Dunne MP,Ludlow,5838,926,2017 General Election,68034,19286,Con Hold,49970,Mr Philip Dunne,70.0,NoVote,Mr Philip Dunne,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote
218,E14000625,0.578746718,Edward Argar MP,Charnwood,5461,862,2017 General Election,78071,16341,Con Hold,55176,Edward Argar,89.0,NoVote,Edward Argar,NoVote,NoVote,NoVote,,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
219,E14000996,0.578205268,Neil Parish MP,Tiverton and Honiton,7319,1104,2017 General Election,80731,19801,Con Hold,57815,Neil Parish,88.0,NoVote,Neil Parish,NoVote,,NoVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote
220,E14000649,0.577745682,Colleen Fletcher MP,Coventry North East,4165,686,2017 General Election,75759,15580,Lab Hold,46508,Colleen Fletcher,91.0,AyeVote,Colleen Fletcher,AyeVote,AyeVote,,NoVote,AyeVote,,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
221,E14000971,0.577643917,Dr Paul Williams MP,Stockton South,4504,1073,2017 General Election,75625,888,Lab Gain,53824,Dr Paul Williams,91.0,AyeVote,Dr Paul Williams,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
222,E14000585,0.577317666,Conor Burns MP,Bournemouth West,7205,989,2017 General Election,73195,7711,Con Hold,44507,Conor Burns,88.0,NoVote,Conor Burns,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote
223,E14000557,0.577212146,Huw Merriman MP,Bexhill and Battle,7747,1344,2017 General Election,81331,22165,Con Hold,59472,Huw Merriman,89.0,AyeVote,Huw Merriman,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,NoVote,AyeVote,AyeVote,AyeVote
224,E14000725,0.576668684,Derek Twigg MP,Halton,4320,800,2017 General Election,73457,25405,Lab Hold,49518,Derek Twigg,88.0,NoVote,Derek Twigg,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote
225,E14000917,0.576526008,Nigel Adams MP,Selby and Ainsty,6120,1213,2017 General Election,75918,13772,Con Hold,56076,Nigel Adams,88.0,NoVote,Nigel Adams,NoVote,NoVote,NoVote,,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote
226,W07000044,0.575742546,Ian C. Lucas MP,Wrexham,3491,495,2017 General Election,49881,1832,Lab Hold,35092,Ian C. Lucas,89.0,AyeVote,Ian C. Lucas,AyeVote,AyeVote,,NoVote,AyeVote,NoVote,AyeVote,AyeVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote
227,E14000684,0.575444606,Stephen Lloyd MP,Eastbourne,7765,1135,2017 General Election,78754,1609,LD Gain,57420,Stephen Lloyd,90.0,,Stephen Lloyd,AyeVote,AyeVote,,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,AyeVote,,NoVote,AyeVote,AyeVote,AyeVote
228,E14000872,0.5754149842978914,Joseph Johnson MP,Orpington,6829,1004,2017 General Election,67902,19461,Con Hold,50461,Joseph Johnson,90.0,AyeVote,Joseph Johnson,NoVote,,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote
229,E14000975,0.575352222,Sir William Cash MP,Stone,4461,1047,2017 General Election,67824,17495,Con Hold,50032,Sir William Cash,91.0,NoVote,Sir William Cash,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote
230,E14000791,0.575089022,Michael Fabricant MP,Lichfield,5731,995,2017 General Election,74430,18581,Con Hold,53524,Michael Fabricant,92.0,NoVote,Michael Fabricant,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote
231,E14000965,0.574625083,Jeremy Lefroy MP,Stafford,5430,994,2017 General Election,68445,7729,Con Hold,51924,Jeremy Lefroy,90.0,NoVote,Jeremy Lefroy,AyeVote,AyeVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,,,,,AyeVote,AyeVote,AyeVote
232,E14000897,0.5745003587168187,Tony Lloyd MP,Rochdale,3266,798,2017 General Election,78064,14819,Lab Hold,50044,Tony Lloyd,87.0,AyeVote,Tony Lloyd,AyeVote,AyeVote,,NoVote,AyeVote,NoVote,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
233,E14000792,0.574326337,Karen Lee MP,Lincoln,6441,1015,2017 General Election,73111,1538,Lab Gain,48718,Karen Lee,86.0,AyeVote,Karen Lee,AyeVote,AyeVote,,NoVote,NoVote,,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
234,E14000881,0.574193151,Sir Robert Syms MP,Poole,6928,1054,2017 General Election,73796,14209,Con Hold,49850,Sir Robert Syms,91.0,NoVote,Sir Robert Syms,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote
235,E14000851,0.572856138,Justin Tomlinson MP,North Swindon,6411,1040,2017 General Election,80168,8335,Con Hold,54911,Justin Tomlinson,91.0,NoVote,Justin Tomlinson,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote
236,E14000543,0.572787064,John Woodcock MP,Barrow and Furness,4002,845,2017 General Election,69474,209,Lab Hold,47590,John Woodcock,90.0,AyeVote,John Woodcock,,,AyeVote,NoVote,,NoVote,,NoVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
237,E14001038,0.57201446,John Penrose MP,Weston-super-Mare,7014,1201,2017 General Election,82136,11544,Con Hold,56415,John Penrose,89.0,NoVote,John Penrose,NoVote,AyeVote,NoVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote
238,E14001000,0.571897604,Rt Hon Geoffrey Cox QC MP,Torridge and West Devon,7112,1224,2017 General Election,80524,20686,Con Hold,59480,,,,,,,,,,,,,,,,,,
239,E14001007,0.571873736,Rt Hon Boris Johnson MP,Uxbridge and South Ruislip,6817,710,2017 General Election,69936,5034,Con Hold,46694,Boris Johnson,72.0,NoVote,Boris Johnson,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote
240,E14000923,0.571613101,Louise Haigh MP,"Sheffield, Heeley",6493,673,2017 General Election,68040,13828,Lab Hold,44226,Louise Haigh,89.0,AyeVote,Louise Haigh,AyeVote,AyeVote,,NoVote,AyeVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
241,E14000666,0.571465485,Paula Sherriff MP,Dewsbury,4524,1008,2017 General Election,81343,3321,Lab Hold,56545,Paula Sherriff,90.0,,Paula Sherriff,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,,AyeVote,AyeVote,,,NoVote,NoVote,NoVote,NoVote
242,E14000774,0.571216387,Chris Skidmore MP,Kingswood,6041,734,2017 General Election,69368,7500,Con Hold,48741,Chris Skidmore,90.0,NoVote,Chris Skidmore,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
243,E14000815,0.570831648,Michael Tomlinson MP,Mid Dorset and North Poole,6084,960,2017 General Election,65050,15339,Con Hold,48254,Michael Tomlinson,92.0,NoVote,Michael Tomlinson,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote
244,E14000838,0.5703847943,Peter Heaton-Jones MP,North Devon,6209,1028,2017 General Election,75801,4332,Con Hold,55705,Peter Heaton-Jones,92.0,NoVote,Peter Heaton-Jones,NoVote,NoVote,NoVote,,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
245,E14000968,0.570369086,Stephen McPartland MP,Stevenage,5863,835,2017 General Election,70765,3386,Con Hold,49327,Stephen McPartland,92.0,NoVote,Stephen McPartland,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,NoVote
246,E14000855,0.56934097,Mr Shailesh Vara MP,North West Cambridgeshire,7982,1429,2017 General Election,93221,18008,Con Hold,63991,Mr Shailesh Vara,91.0,NoVote,Mr Shailesh Vara,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote
247,E14000954,0.568813673,Dr Andrew Murrison MP,South West Wiltshire,7095,1126,2017 General Election,76898,18326,Con Hold,54751,Dr Andrew Murrison,92.0,NoVote,Dr Andrew Murrison,NoVote,NoVote,NoVote,AyeVote,NoVote,,NoVote,NoVote,NoVote,NoVote,,AyeVote,AyeVote,AyeVote
248,E14000833,0.568289241,Catherine McKinnell MP,Newcastle upon Tyne North,6539,809,2017 General Election,66073,10349,Lab Hold,48288,Catherine McKinnell,93.0,AyeVote,Catherine McKinnell,AyeVote,,AyeVote,NoVote,,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
249,E14000689,0.56793101,Alec Shelbrooke MP,Elmet and Rothwell,6675,977,2017 General Election,80291,9805,Con Hold,59542,Alec Shelbrooke,91.0,NoVote,Alec Shelbrooke,NoVote,NoVote,NoVote,,,,,,,,,AyeVote,AyeVote,AyeVote
250,E14000637,0.56745851,Rt Hon Sir Lindsay Hoyle MP,Chorley,5681,1067,2017 General Election,76404,7512,Lab Hold,55634,,,,,,,,,,,,,,,,,,
251,W07000070,0.567322317,Rt Hon Ann Clwyd MP,Cynon Valley,2333,578,2017 General Election,51334,13238,Lab Hold,31802,Ann Clwyd,64.0,AyeVote,Ann Clwyd,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
252,E14000706,0.56728643,Mark Menzies MP,Fylde,4884,993,2017 General Election,65937,11805,Con Hold,46467,Mark Menzies,89.0,NoVote,Mark Menzies,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
253,E14000863,0.567266216,Chloe Smith MP,Norwich North,6705,703,2017 General Election,66924,507,Con Hold,45895,Chloe Smith,88.0,NoVote,Chloe Smith,NoVote,NoVote,NoVote,,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,,AyeVote,AyeVote,AyeVote
254,W07000045,0.566745967,Nia Griffith MP,Llanelli,3524,737,2017 General Election,59434,12024,Lab Hold,40342,Nia Griffith,89.0,AyeVote,Nia Griffith,AyeVote,AyeVote,,NoVote,AyeVote,,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
255,E14000943,0.566389437,Seema Kennedy MP,South Ribble,5705,1103,2017 General Election,75752,7421,Con Hold,54833,Seema Kennedy,90.0,NoVote,Seema Kennedy,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
256,E14000839,0.566086028,Simon Hoare MP,North Dorset,7266,1099,2017 General Election,76324,25777,Con Hold,55724,Simon Hoare,88.0,,Simon Hoare,,,,NoVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
257,W07000060,0.565590817,Chris Ruane MP,Vale of Clwyd,3347,669,2017 General Election,56890,2379,Lab Gain,38684,Chris Ruane,88.0,AyeVote,Chris Ruane,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,NoVote,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
258,E14000761,0.565157235,Sandy Martin MP,Ipswich,6806,891,2017 General Election,75668,836,Lab Gain,51154,Sandy Martin,89.0,AyeVote,Sandy Martin,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
259,E14000993,0.56432781,Kevin Hollinrake MP,Thirsk and Malton,6440,1092,2017 General Election,78670,19001,Con Hold,55929,Kevin Hollinrake,91.0,NoVote,Kevin Hollinrake,NoVote,AyeVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
260,E14000710,0.562974291,Vernon Coaker MP,Gedling,6503,806,2017 General Election,71223,4694,Lab Hold,51682,Vernon Coaker,90.0,AyeVote,Vernon Coaker,AyeVote,AyeVote,,NoVote,AyeVote,NoVote,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
261,E14001014,0.56289907,Ian Lavery MP,Wansbeck,3586,842,2017 General Election,62151,10435,Lab Hold,42454,Ian Lavery,87.0,,Ian Lavery,AyeVote,AyeVote,,NoVote,AyeVote,,AyeVote,AyeVote,,,AyeVote,NoVote,NoVote,NoVote
262,E14000621,0.56261214,Rt Hon Tom Brake MP,Carshalton and Wallington,7400,743,2017 General Election,70849,1369,LD Hold,50753,Tom Brake,64.0,AyeVote,Tom Brake,NoVote,NoVote,AyeVote,NoVote,,,,,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
263,E14000709,0.56223255,Ian Mearns MP,Gateshead,5210,752,2017 General Election,65186,17350,Lab Hold,42103,Ian Mearns,87.0,,Ian Mearns,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,,AyeVote,AyeVote,,,NoVote,NoVote,NoVote,NoVote
264,E14000574,0.561246243,Liz Twist MP,Blaydon,5104,900,2017 General Election,68459,13477,Lab Hold,48084,Liz Twist,86.0,AyeVote,Liz Twist,AyeVote,AyeVote,,NoVote,AyeVote,,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
265,E14000963,0.560537411,Ms Marie Rimmer MP,St Helens South and Whiston,4637,793,2017 General Election,79036,24343,Lab Hold,52886,Ms Marie Rimmer,91.0,AyeVote,Ms Marie Rimmer,AyeVote,,,NoVote,AyeVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
266,E14001055,0.560165191,Sir Peter Bottomley MP,Worthing West,7784,970,2017 General Election,77757,12090,Con Hold,54503,Sir Peter Bottomley,93.0,NoVote,Sir Peter Bottomley,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,,AyeVote,AyeVote,AyeVote
267,E14000835,0.560133703,Anne Marie Morris MP,Newton Abbot,6839,1085,2017 General Election,71714,17160,Con Hold,51637,Anne Marie Morris,92.0,NoVote,Anne Marie Morris,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote
268,E14000735,0.559372394,Rt Hon Amber Rudd MP,Hastings and Rye,8943,1151,2017 General Election,78319,346,Con Hold,54766,Amber Rudd,67.0,,Amber Rudd,,,,,,,,,,,,AyeVote,AyeVote,AyeVote
269,E14000701,0.5593200537414569,Seema Malhotra MP,Feltham and Heston,5237,558,2017 General Election,81714,15603,Lab Hold,53027,Seema Malhotra,90.0,AyeVote,Seema Malhotra,AyeVote,AyeVote,,NoVote,AyeVote,NoVote,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
270,E14000804,0.559171965,Mrs Helen Grant MP,Maidstone and The Weald,7559,973,2017 General Election,75334,17723,Con Hold,51717,Mrs Helen Grant,91.0,NoVote,Mrs Helen Grant,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
271,W07000063,0.558429442,Glyn Davies MP,Montgomeryshire,4006,621,2017 General Election,50755,9285,Con Hold,34891,Glyn Davies,88.0,NoVote,Glyn Davies,NoVote,NoVote,NoVote,AyeVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote
272,E14000829,0.557006959,Robert Jenrick MP,Newark,6818,1096,2017 General Election,75510,18149,Con Hold,55042,Robert Jenrick,90.0,NoVote,Robert Jenrick,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
273,E14000885,0.556726597,Sir Mark Hendrick MP,Preston,3661,604,2017 General Election,57791,15723,Lab Hold,35597,Sir Mark Hendrick,92.0,AyeVote,Sir Mark Hendrick,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
274,E14000580,0.555540265,Chris Green MP,Bolton West,4812,963,2017 General Election,72797,936,Con Hold,51054,Chris Green,88.0,NoVote,Chris Green,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote
275,N06000016,0.5552837805746853,Jim Shannon MP,Strangford,4018,553,2017 General Election,64327,18343,DUP Hold,38749,Jim Shannon,88.0,NoVote,Jim Shannon,NoVote,NoVote,NoVote,NoVote,,,NoVote,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote
276,E14000699,0.555201073,Suella Braverman MP,Fareham,6959,1157,2017 General Election,78837,21555,Con Hold,57014,Suella Braverman,91.0,NoVote,Suella Braverman,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote
277,E14000739,0.55486562,Rt Hon Sir Mike Penning MP,Hemel Hempstead,7674,1064,2017 General Election,74415,9445,Con Hold,52282,Sir Mike Penning,76.0,NoVote,Sir Mike Penning,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote
278,E14000605,0.5536512794,Rt Hon Sajid Javid MP,Bromsgrove,6545,953,2017 General Election,73571,16573,Con Hold,54040,Sajid Javid,69.0,,Sajid Javid,,,,,,,,,,,,AyeVote,AyeVote,AyeVote
279,W07000065,0.553168878,Rt Hon Stephen Crabb MP,Preseli Pembrokeshire,4620,780,2017 General Election,58554,314,Con Hold,42197,Stephen Crabb,72.0,NoVote,Stephen Crabb,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
280,E14000554,0.552978154,Anne-Marie Trevelyan MP,Berwick-upon-Tweed,4543,933,2017 General Election,58807,11781,Con Hold,42212,Anne-Marie Trevelyan,93.0,NoVote,Anne-Marie Trevelyan,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote
281,E14000828,0.552576565,Rt Hon Sir Desmond Swayne MP,New Forest West,6648,905,2017 General Election,68786,23431,Con Hold,49627,Sir Desmond Swayne,78.0,NoVote,Sir Desmond Swayne,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote
282,E14000724,0.552317096,Rt Hon David Davis MP,Haltemprice and Howden,5026,966,2017 General Election,71519,15405,Con Hold,51440,Mr David Davis,69.0,NoVote,Mr David Davis,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote
283,E14000981,0.552125757,Dr Thérèse Coffey MP,Suffolk Coastal,8460,1036,2017 General Election,79366,16012,Con Hold,58074,Dr Thérèse Coffey,92.0,NoVote,Dr Thérèse Coffey,NoVote,NoVote,NoVote,,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,,AyeVote,AyeVote,AyeVote
284,E14000877,0.552024096,Rory Stewart MP,Penrith and The Border,5553,917,2017 General Election,65139,15910,Con Hold,46470,Rory Stewart,89.0,NoVote,Rory Stewart,AyeVote,,NoVote,NoVote,,,AyeVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
285,N06000005,0.5519075701047057,Rt Hon Sammy Wilson MP,East Antrim,4294,687,2017 General Election,62908,15923,DUP Hold,38143,Sammy Wilson,71.0,NoVote,Sammy Wilson,NoVote,NoVote,NoVote,,,,NoVote,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote
286,W07000066,0.551631174,Simon Hart MP,Carmarthen West and South Pembrokeshire,4271,780,2017 General Election,58565,3110,Con Hold,42226,Simon Hart,87.0,NoVote,Simon Hart,NoVote,AyeVote,NoVote,,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote,,AyeVote,AyeVote,AyeVote
287,E14000587,0.5515782933881336,Imran Hussain MP,Bradford East,2825,643,2017 General Election,70389,20540,Lab Hold,45622,Imran Hussain,90.0,AyeVote,Imran Hussain,AyeVote,AyeVote,,NoVote,AyeVote,,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
288,W07000076,0.551359713,Wayne David MP,Caerphilly,4150,673,2017 General Election,64381,12078,Lab Hold,41297,Wayne David,88.0,AyeVote,Wayne David,AyeVote,AyeVote,,NoVote,AyeVote,,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
289,E14000938,0.550987058,Mrs Sheryll Murray MP,South East Cornwall,6434,1322,2017 General Election,71880,17443,Con Hold,53224,Mrs Sheryll Murray,92.0,NoVote,Mrs Sheryll Murray,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote
290,E14000950,0.550762028,Sir Gary Streeter MP,South West Devon,6289,1123,2017 General Election,71260,15816,Con Hold,52857,Sir Gary Streeter,92.0,NoVote,Sir Gary Streeter,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
291,E14000957,0.5507458096263264,Sir David Amess MP,Southend West,6030,923,2017 General Election,67677,10000,Con Hold,47191,Sir David Amess,91.0,NoVote,Sir David Amess,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,NoVote
292,E14000856,0.550462004,Laura Pidcock MP,North West Durham,4409,1031,2017 General Election,71918,8792,Lab Hold,47902,Laura Pidcock,90.0,AyeVote,Laura Pidcock,AyeVote,AyeVote,,NoVote,AyeVote,,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
293,E14001033,0.549508129,Rosie Cooper MP,West Lancashire,5735,790,2017 General Election,73257,11689,Lab Hold,54389,Rosie Cooper,89.0,NoVote,Rosie Cooper,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote
294,E14000624,0.548911911,Dr Dan Poulter MP,Central Suffolk and North Ipswich,7136,1016,2017 General Election,78116,17185,Con Hold,56524,Dr Dan Poulter,90.0,NoVote,Dr Dan Poulter,NoVote,NoVote,NoVote,AyeVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
295,E14000581,0.547996745,Peter Dowd MP,Bootle,5897,550,2017 General Election,72872,36200,Lab Hold,50288,Peter Dowd,87.0,AyeVote,Peter Dowd,AyeVote,AyeVote,,NoVote,AyeVote,,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
296,E14000964,0.547660454,Derek Thomas MP,St Ives,7374,1076,2017 General Election,67145,312,Con Hold,51226,Derek Thomas,89.0,NoVote,Derek Thomas,NoVote,NoVote,NoVote,AyeVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,NoVote
297,E14000857,0.547548756,Kit Malthouse MP,North West Hampshire,8074,1149,2017 General Election,81430,22679,Con Hold,58772,Kit Malthouse,90.0,NoVote,Kit Malthouse,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote
298,E14000895,0.547104369,Rishi Sunak MP,Richmond (Yorks),6298,1262,2017 General Election,80905,23108,Con Hold,57013,Rishi Sunak,88.0,NoVote,Rishi Sunak,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote
299,E14000696,0.546308785,Teresa Pearce MP,Erith and Thamesmead,4730,742,2017 General Election,69724,10014,Lab Hold,44464,Teresa Pearce,90.0,AyeVote,Teresa Pearce,AyeVote,AyeVote,AyeVote,NoVote,,,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
300,E14000801,0.545971778,Mr Gavin Shuker MP,Luton South,4232,461,2017 General Election,67188,13925,Lab Hold,46133,Mr Gavin Shuker,91.0,AyeVote,Mr Gavin Shuker,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
301,E14000612,0.545117526,Mr Ivan Lewis MP,Bury South,6364,796,2017 General Election,73715,5965,Lab Hold,50990,Mr Ivan Lewis,90.0,NoVote,Mr Ivan Lewis,AyeVote,AyeVote,NoVote,NoVote,AyeVote,NoVote,AyeVote,AyeVote,,NoVote,NoVote,NoVote,NoVote,NoVote
